"Country","Region","Subregion","Indicator","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"Japan","Asia","Eastern Asia","Female Homicide by Other Mechanisms",,,,,,,,,,,,,,,,208,199,178,210,165,144,142,139,122,119,,,
"Japan","Asia","Eastern Asia","Male Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,24,18,19,32,25,16,20,17,14,13,,,
"Japan","Asia","Eastern Asia","Female Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,14,20,13,16,16,16,12,16,14,14,,,
"Japan","Asia","Eastern Asia","Male Homicide Rate by Firearms",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,
"Japan","Asia","Eastern Asia","Female Homicide Rate by Firearms",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,
"Japan","Asia","Eastern Asia","Male Homicide Rate by Sharp Objects",,,,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,,,
"Japan","Asia","Eastern Asia","Female Homicide Rate by Sharp Objects",,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,
"Japan","Asia","Eastern Asia","Male Homicide Rate by Other Mechanisms",,,,,,,,,,,,,,,,0.3,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,,,
"Japan","Asia","Eastern Asia","Female Homicide Rate by Other Mechanisms",,,,,,,,,,,,,,,,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,,,
"Japan","Asia","Eastern Asia","Male Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,0,0,0,0.1,0,0,0,0,0,0,,,
"Japan","Asia","Eastern Asia","Female Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,
"Jordan","Asia","Western Asia","Homicide Total Count",120,121,141,165,197,35,45,42,,,,,,,,67,100,112,120,102,116,141,161,144,170,151,131,133
"Jordan","Asia","Western Asia","Homicide Rate",3.4,3.2,3.6,3.9,4.5,0.8,1,0.9,,,,,,,,1.2,1.7,1.8,1.8,1.5,1.6,1.9,2,1.7,1.9,1.6,1.4,1.4
"Jordan","Asia","Western Asia","Male Homicide Count",,,,,,,,,,,,,,,,,,83,90,66,78,113,136,,,,98,100
"Jordan","Asia","Western Asia","Female Homicide Count",,,,,,,,,,,,,,,,,,29,30,36,38,28,25,,,,33,33
"Jordan","Asia","Western Asia","Male Homicide Rate",,,,,,,,,,,,,,,,,,2.6,2.7,1.9,2.1,2.9,3.3,,,,2.1,2
"Jordan","Asia","Western Asia","Female Homicide Rate",,,,,,,,,,,,,,,,,,1,0.9,1.1,1.1,0.8,0.6,,,,0.7,0.7
"Jordan","Asia","Western Asia","Male 0-14 Count",,,,,,,,,,,,,,,,,,,,,,13,4,,,,3,
"Jordan","Asia","Western Asia","Male 15-29 Count",,,,,,,,,,,,,,,,,,,,,,52,63,,,,49,
"Jordan","Asia","Western Asia","Male 30-44 Count",,,,,,,,,,,,,,,,,,,,,,34,50,,,,34,
"Jordan","Asia","Western Asia","Male 45-59 Count",,,,,,,,,,,,,,,,,,,,,,9,10,,,,12,
"Jordan","Asia","Western Asia","Male 60 or more Count",,,,,,,,,,,,,,,,,,,,,,6,8,,,,10,
"Jordan","Asia","Western Asia","Female 0-14 Count",,,,,,,,,,,,,,,,,,,,,,4,3,,,,5,
"Jordan","Asia","Western Asia","Female 15-29 Count",,,,,,,,,,,,,,,,,,,,,,14,14,,,,12,
"Jordan","Asia","Western Asia","Female 30-44 Count",,,,,,,,,,,,,,,,,,,,,,8,4,,,,10,
"Jordan","Asia","Western Asia","Female 45-59 Count",,,,,,,,,,,,,,,,,,,,,,1,4,,,,7,
"Jordan","Asia","Western Asia","Female 60 or more Count",,,,,,,,,,,,,,,,,,,,,,1,1,,,,3,
"Jordan","Asia","Western Asia","Male 0-14 Rate",,,,,,,,,,,,,,,,,,,,,,0.9,0.3,,,,0.2,
"Jordan","Asia","Western Asia","Male 15-29 Rate",,,,,,,,,,,,,,,,,,,,,,4.8,5.6,,,,3.8,
"Jordan","Asia","Western Asia","Male 30-44 Rate",,,,,,,,,,,,,,,,,,,,,,4.2,6.1,,,,3.5,
"Jordan","Asia","Western Asia","Male 45-59 Rate",,,,,,,,,,,,,,,,,,,,,,2.4,2.5,,,,2.3,
"Jordan","Asia","Western Asia","Male 60 or more Rate",,,,,,,,,,,,,,,,,,,,,,2.9,3.9,,,,4,
"Jordan","Asia","Western Asia","Female 0-14 Rate",,,,,,,,,,,,,,,,,,,,,,0.3,0.2,,,,0.3,
"Jordan","Asia","Western Asia","Female 15-29 Rate",,,,,,,,,,,,,,,,,,,,,,1.3,1.3,,,,0.9,
"Jordan","Asia","Western Asia","Female 30-44 Rate",,,,,,,,,,,,,,,,,,,,,,1.1,0.5,,,,1.1,
"Jordan","Asia","Western Asia","Female 45-59 Rate",,,,,,,,,,,,,,,,,,,,,,0.3,0.9,,,,1.4,
"Jordan","Asia","Western Asia","Female 60 or more Rate",,,,,,,,,,,,,,,,,,,,,,0.5,0.4,,,,1.1,
"Jordan","Asia","Western Asia","Homicide by Firearms",,,,,,,,,,,,,,,,,,,,,,61,79,,,,71,
"Jordan","Asia","Western Asia","Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,44,53,,,,46,
"Jordan","Asia","Western Asia","Homicide by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,36,30,,,,28,
"Jordan","Asia","Western Asia","Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,
"Jordan","Asia","Western Asia","Firearms Rate",,,,,,,,,,,,,,,,,,,,,,0.8,1,,,,0.8,
"Jordan","Asia","Western Asia","Sharp Objects Rate",,,,,,,,,,,,,,,,,,,,,,0.6,0.7,,,,0.5,
"Jordan","Asia","Western Asia","Other Mechanism Rate",,,,,,,,,,,,,,,,,,,,,,0.5,0.4,,,,0.3,
"Jordan","Asia","Western Asia","Unknown Mechanism Rate",,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,
"Jordan","Asia","Western Asia","Male Homicide by Firearms",,,,,,,,,,,,,,,,,,,,,,52,69,,,,55,
"Jordan","Asia","Western Asia","Female Homicide by Firearms",,,,,,,,,,,,,,,,,,,,,,9,10,,,,16,
"Jordan","Asia","Western Asia","Male Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,37,42,,,,35,
"Jordan","Asia","Western Asia","Female Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,6,11,,,,11,
"Jordan","Asia","Western Asia","Male Homicide by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,27,18,,,,18,
"Jordan","Asia","Western Asia","Female Homicide by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,10,12,,,,10,
"Jordan","Asia","Western Asia","Male Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jordan","Asia","Western Asia","Female Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jordan","Asia","Western Asia","Male Homicide Rate by Firearms",,,,,,,,,,,,,,,,,,,,,,1.4,1.7,,,,1.2,
"Jordan","Asia","Western Asia","Female Homicide Rate by Firearms",,,,,,,,,,,,,,,,,,,,,,0.2,0.3,,,,0.3,
"Jordan","Asia","Western Asia","Male Homicide Rate by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,1,1,,,,0.7,
"Jordan","Asia","Western Asia","Female Homicide Rate by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,0.2,0.3,,,,0.2,
"Jordan","Asia","Western Asia","Male Homicide Rate by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,0.7,0.4,,,,0.4,
"Jordan","Asia","Western Asia","Female Homicide Rate by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,0.3,0.3,,,,0.2,
"Jordan","Asia","Western Asia","Male Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jordan","Asia","Western Asia","Female Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kazakhstan","Asia","Central Asia","Homicide Total Count",1475,1512,1880,2586,2549,2447,2625,2581,2531,2374,2325,2160,1967,1991,2091,,,,1807,1771,1387,1420,1266,1120,904,853,,915
"Kazakhstan","Asia","Central Asia","Homicide Rate",8.9,9.1,11.4,15.8,15.7,15.3,16.6,16.6,16.5,15.7,15.4,14.4,13,13.1,13.6,,,,11.3,10.9,8.5,8.5,7.5,6.5,5.2,4.8,,5
"Kazakhstan","Asia","Central Asia","Male Homicide Count",,,,,,,,,,,,,,,,,,,1444,1355,1043,1091,990,840,700,602,,694
"Kazakhstan","Asia","Central Asia","Female Homicide Count",,,,,,,,,,,,,,,,,,,363,416,344,329,276,280,204,251,,221
"Kazakhstan","Asia","Central Asia","Male Homicide Rate",,,,,,,,,,,,,,,,,,,18.7,17.3,13.2,13.6,12.1,10.1,8.3,7,,7.9
"Kazakhstan","Asia","Central Asia","Female Homicide Rate",,,,,,,,,,,,,,,,,,,4.4,5,4.1,3.8,3.2,3.2,2.3,2.7,,2.4
"Kazakhstan","Asia","Central Asia","Male 0-14 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kazakhstan","Asia","Central Asia","Male 15-29 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kazakhstan","Asia","Central Asia","Male 30-44 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kazakhstan","Asia","Central Asia","Male 45-59 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kazakhstan","Asia","Central Asia","Male 60 or more Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kazakhstan","Asia","Central Asia","Female 0-14 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kazakhstan","Asia","Central Asia","Female 15-29 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kazakhstan","Asia","Central Asia","Female 30-44 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kazakhstan","Asia","Central Asia","Female 45-59 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kazakhstan","Asia","Central Asia","Female 60 or more Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kazakhstan","Asia","Central Asia","Male 0-14 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kazakhstan","Asia","Central Asia","Male 15-29 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kazakhstan","Asia","Central Asia","Male 30-44 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kazakhstan","Asia","Central Asia","Male 45-59 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kazakhstan","Asia","Central Asia","Male 60 or more Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kazakhstan","Asia","Central Asia","Female 0-14 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kazakhstan","Asia","Central Asia","Female 15-29 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kazakhstan","Asia","Central Asia","Female 30-44 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kazakhstan","Asia","Central Asia","Female 45-59 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kazakhstan","Asia","Central Asia","Female 60 or more Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kazakhstan","Asia","Central Asia","Homicide by Firearms",,,,,,,,,,,,,,,,,,,,,,,,74,42,60,,
"Kazakhstan","Asia","Central Asia","Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,599,466,439,,
"Kazakhstan","Asia","Central Asia","Homicide by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,395,328,276,,
"Kazakhstan","Asia","Central Asia","Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,52,68,78,,
"Kazakhstan","Asia","Central Asia","Firearms Rate",,,,,,,,,,,,,,,,,,,,,,,,0.4,0.2,0.3,,
"Kazakhstan","Asia","Central Asia","Sharp Objects Rate",,,,,,,,,,,,,,,,,,,,,,,,3.5,2.7,2.5,,
"Kazakhstan","Asia","Central Asia","Other Mechanism Rate",,,,,,,,,,,,,,,,,,,,,,,,2.3,1.9,1.6,,
"Kazakhstan","Asia","Central Asia","Unknown Mechanism Rate",,,,,,,,,,,,,,,,,,,,,,,,0.3,0.4,0.4,,
"Kazakhstan","Asia","Central Asia","Male Homicide by Firearms",,,,,,,,,,,,,,,,,,,,,,,,66,39,53,,
"Kazakhstan","Asia","Central Asia","Female Homicide by Firearms",,,,,,,,,,,,,,,,,,,,,,,,8,3,7,,
"Kazakhstan","Asia","Central Asia","Male Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,491,371,364,,
"Kazakhstan","Asia","Central Asia","Female Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,109,96,75,,
"Kazakhstan","Asia","Central Asia","Male Homicide by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,259,241,183,,
"Kazakhstan","Asia","Central Asia","Female Homicide by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,136,87,92,,
"Kazakhstan","Asia","Central Asia","Male Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,45,51,64,,
"Kazakhstan","Asia","Central Asia","Female Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,7,17,15,,
"Kazakhstan","Asia","Central Asia","Male Homicide Rate by Firearms",,,,,,,,,,,,,,,,,,,,,,,,0.8,0.5,0.6,,
"Kazakhstan","Asia","Central Asia","Female Homicide Rate by Firearms",,,,,,,,,,,,,,,,,,,,,,,,0.1,0,0.1,,
"Kazakhstan","Asia","Central Asia","Male Homicide Rate by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,5.9,4.4,4.2,,
"Kazakhstan","Asia","Central Asia","Female Homicide Rate by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,1.2,1.1,0.8,,
"Kazakhstan","Asia","Central Asia","Male Homicide Rate by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,3.1,2.9,2.1,,
"Kazakhstan","Asia","Central Asia","Female Homicide Rate by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,1.5,1,1,,
"Kazakhstan","Asia","Central Asia","Male Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,0.5,0.6,0.7,,
"Kazakhstan","Asia","Central Asia","Female Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,0.1,0.2,0.2,,
"Kenya","Africa","Eastern Africa","Homicide Total Count",,,,,,,,,,,,,,,1200,1084,1106,1102,1215,1907,1926,2271,2374,2450,2305,2261,2363,2466
"Kenya","Africa","Eastern Africa","Homicide Rate",,,,,,,,,,,,,,,3.4,3,3,2.9,3.1,4.7,4.7,5.3,5.4,5.5,5,4.8,4.9,5
"Kenya","Africa","Eastern Africa","Male Homicide Count",,,,,,,,,,,,,,,,,,,,,,,,,1783,1650,1724,2033
"Kenya","Africa","Eastern Africa","Female Homicide Count",,,,,,,,,,,,,,,,,,,,,,,,,522,611,639,433
"Kenya","Africa","Eastern Africa","Male Homicide Rate",,,,,,,,,,,,,,,,,,,,,,,,,7.8,7,7.2,8.2
"Kenya","Africa","Eastern Africa","Female Homicide Rate",,,,,,,,,,,,,,,,,,,,,,,,,2.3,2.6,2.6,1.7
"Kenya","Africa","Eastern Africa","Male 0-14 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenya","Africa","Eastern Africa","Male 15-29 Count",,,,,,,,,,,,,,,,,,,,,,,,,559,401,,
"Kenya","Africa","Eastern Africa","Male 30-44 Count",,,,,,,,,,,,,,,,,,,,,,,,,660,650,541,
"Kenya","Africa","Eastern Africa","Male 45-59 Count",,,,,,,,,,,,,,,,,,,,,,,,,99,99,113,
"Kenya","Africa","Eastern Africa","Male 60 or more Count",,,,,,,,,,,,,,,,,,,,,,,,,201,201,147,
"Kenya","Africa","Eastern Africa","Female 0-14 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenya","Africa","Eastern Africa","Female 15-29 Count",,,,,,,,,,,,,,,,,,,,,,,,,226,137,,
"Kenya","Africa","Eastern Africa","Female 30-44 Count",,,,,,,,,,,,,,,,,,,,,,,,,144,144,141,
"Kenya","Africa","Eastern Africa","Female 45-59 Count",,,,,,,,,,,,,,,,,,,,,,,,,23,23,26,
"Kenya","Africa","Eastern Africa","Female 60 or more Count",,,,,,,,,,,,,,,,,,,,,,,,,56,56,56,
"Kenya","Africa","Eastern Africa","Male 0-14 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenya","Africa","Eastern Africa","Male 15-29 Rate",,,,,,,,,,,,,,,,,,,,,,,,,8.4,5.9,,
"Kenya","Africa","Eastern Africa","Male 30-44 Rate",,,,,,,,,,,,,,,,,,,,,,,,,16.4,15.4,12.5,
"Kenya","Africa","Eastern Africa","Male 45-59 Rate",,,,,,,,,,,,,,,,,,,,,,,,,5.9,5.6,6.3,
"Kenya","Africa","Eastern Africa","Male 60 or more Rate",,,,,,,,,,,,,,,,,,,,,,,,,23.9,23,16.4,
"Kenya","Africa","Eastern Africa","Female 0-14 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenya","Africa","Eastern Africa","Female 15-29 Rate",,,,,,,,,,,,,,,,,,,,,,,,,3.4,2,,
"Kenya","Africa","Eastern Africa","Female 30-44 Rate",,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.4,3.2,
"Kenya","Africa","Eastern Africa","Female 45-59 Rate",,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.2,1.3,
"Kenya","Africa","Eastern Africa","Female 60 or more Rate",,,,,,,,,,,,,,,,,,,,,,,,,5.5,5.2,5.1,
"Kenya","Africa","Eastern Africa","Homicide by Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenya","Africa","Eastern Africa","Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenya","Africa","Eastern Africa","Homicide by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenya","Africa","Eastern Africa","Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenya","Africa","Eastern Africa","Firearms Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenya","Africa","Eastern Africa","Sharp Objects Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenya","Africa","Eastern Africa","Other Mechanism Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenya","Africa","Eastern Africa","Unknown Mechanism Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenya","Africa","Eastern Africa","Male Homicide by Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenya","Africa","Eastern Africa","Female Homicide by Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenya","Africa","Eastern Africa","Male Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenya","Africa","Eastern Africa","Female Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenya","Africa","Eastern Africa","Male Homicide by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenya","Africa","Eastern Africa","Female Homicide by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenya","Africa","Eastern Africa","Male Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenya","Africa","Eastern Africa","Female Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenya","Africa","Eastern Africa","Male Homicide Rate by Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenya","Africa","Eastern Africa","Female Homicide Rate by Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenya","Africa","Eastern Africa","Male Homicide Rate by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenya","Africa","Eastern Africa","Female Homicide Rate by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenya","Africa","Eastern Africa","Male Homicide Rate by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenya","Africa","Eastern Africa","Female Homicide Rate by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenya","Africa","Eastern Africa","Male Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenya","Africa","Eastern Africa","Female Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Homicide Total Count",,0,0,0,0,0,1,0,0,0,3,4,,,,,,,7,1,4,11,8,,,,,
"Kiribati","Oceania","Micronesia","Homicide Rate",,0,0,0,0,0,1.3,0,0,0,3.6,4.7,,,,,,,7.1,1,3.9,10.5,7.5,,,,,
"Kiribati","Oceania","Micronesia","Male Homicide Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Female Homicide Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Male Homicide Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Female Homicide Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Male 0-14 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Male 15-29 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Male 30-44 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Male 45-59 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Male 60 or more Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Female 0-14 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Female 15-29 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Female 30-44 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Female 45-59 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Female 60 or more Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Male 0-14 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Male 15-29 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Male 30-44 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Male 45-59 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Male 60 or more Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Female 0-14 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Female 15-29 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Female 30-44 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Female 45-59 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Female 60 or more Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Homicide by Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Homicide by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Firearms Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Sharp Objects Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Other Mechanism Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Unknown Mechanism Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Male Homicide by Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Female Homicide by Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Male Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Female Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Male Homicide by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Female Homicide by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Male Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Female Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Male Homicide Rate by Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Female Homicide Rate by Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Male Homicide Rate by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Female Homicide Rate by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Male Homicide Rate by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Female Homicide Rate by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Male Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiribati","Oceania","Micronesia","Female Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kosovo under UNSCR 1244","Europe","Southern Europe","Homicide Total Count",,,,,,,,,,,,,,,,,,,113,73,106,62,90,41,55,42,38,
"Kosovo under UNSCR 1244","Europe","Southern Europe","Homicide Rate",,,,,,,,,,,,,,,,,,,6.5,4.1,6,3.5,5,2.2,3,2.3,2.1,
"Kosovo under UNSCR 1244","Europe","Southern Europe","Male Homicide Count",,,,,,,,,,,,,,,,,,,87,62,86,53,79,37,43,32,30,
"Kosovo under UNSCR 1244","Europe","Southern Europe","Female Homicide Count",,,,,,,,,,,,,,,,,,,26,11,20,9,11,4,12,10,8,
"Kosovo under UNSCR 1244","Europe","Southern Europe","Male Homicide Rate",,,,,,,,,,,,,,,,,,,9.9,7,9.6,5.9,8.7,4,4.7,3.5,3.3,
