"Country","Region","Indicator","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"Maldives","Asia","Female Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Maldives","Asia","Rate: Convicted",,,,,,,,,,,,,,,
"Maldives","Asia","Rate: Male Convicted",,,,,,,,,,,,,,,
"Maldives","Asia","Rate: Female Convicted",,,,,,,,,,,,,,,
"Malta","Europe","Persons Brought into Formal Contact",0,2,,,,,,,,,,,,,
"Malta","Europe","Male Brought into Formal Contact",,,,,,,,,,,,,,,
"Malta","Europe","Female Brought into Formal Contact",,,,,,,,,,,,,,,
"Malta","Europe","Rate: Persons Brought into Formal Contact",0,0.5,,,,,,,,,,,,,
"Malta","Europe","Rate: Male Brought into Formal Contact",,,,,,,,,,,,,,,
"Malta","Europe","Rate: Female Brought into Formal Contact",,,,,,,,,,,,,,,
"Malta","Europe","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Malta","Europe","Male 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Malta","Europe","Male 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Malta","Europe","Male 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Malta","Europe","Male 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Malta","Europe","Male 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Malta","Europe","Male over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Malta","Europe","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Malta","Europe","Female 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Malta","Europe","Female 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Malta","Europe","Female 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Malta","Europe","Female 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Malta","Europe","Female 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Malta","Europe","Female over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Malta","Europe","Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Malta","Europe","Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Malta","Europe","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Malta","Europe","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Malta","Europe","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Malta","Europe","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Malta","Europe","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"Malta","Europe","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"Malta","Europe","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"Malta","Europe","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"Malta","Europe","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"Malta","Europe","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"Malta","Europe","Persons Convicted for Intentional Homicide",2,4,,,,,,,,,,,,,
"Malta","Europe","Male Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Malta","Europe","Female Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Malta","Europe","Rate: Convicted",0.5,1,,,,,,,,,,,,,
"Malta","Europe","Rate: Male Convicted",,,,,,,,,,,,,,,
"Malta","Europe","Rate: Female Convicted",,,,,,,,,,,,,,,
"Mauritius","Africa","Persons Brought into Formal Contact",,,91,72,67,68,65,125,111,,,,,,
"Mauritius","Africa","Male Brought into Formal Contact",,,,,,,54,103,90,,,,,,
"Mauritius","Africa","Female Brought into Formal Contact",,,,,,,11,22,21,,,,,,
"Mauritius","Africa","Rate: Persons Brought into Formal Contact",,,7.4,5.9,5.4,5.5,5.2,10,8.9,,,,,,
"Mauritius","Africa","Rate: Male Brought into Formal Contact",,,,,,,8.8,16.7,14.5,,,,,,
"Mauritius","Africa","Rate: Female Brought into Formal Contact",,,,,,,8.6,16.4,14.3,,,,,,
"Mauritius","Africa","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mauritius","Africa","Male 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mauritius","Africa","Male 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mauritius","Africa","Male 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mauritius","Africa","Male 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mauritius","Africa","Male 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mauritius","Africa","Male over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mauritius","Africa","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mauritius","Africa","Female 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mauritius","Africa","Female 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mauritius","Africa","Female 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mauritius","Africa","Female 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mauritius","Africa","Female 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mauritius","Africa","Female over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mauritius","Africa","Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Mauritius","Africa","Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Mauritius","Africa","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Mauritius","Africa","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Mauritius","Africa","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Mauritius","Africa","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Mauritius","Africa","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"Mauritius","Africa","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"Mauritius","Africa","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"Mauritius","Africa","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"Mauritius","Africa","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"Mauritius","Africa","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"Mauritius","Africa","Persons Convicted for Intentional Homicide",,,5,10,8,19,15,10,7,,,,,,
"Mauritius","Africa","Male Convicted for Intentional Homicide",,,5,9,8,16,15,10,7,,,,,,
"Mauritius","Africa","Female Convicted for Intentional Homicide",,,0,1,0,3,0,0,0,,,,,,
"Mauritius","Africa","Rate: Convicted",,,0.4,0.8,0.6,1.5,1.2,0.8,0.6,,,,,,
"Mauritius","Africa","Rate: Male Convicted",,,0.8,1.5,1.3,2.6,2.4,1.6,1.1,,,,,,
"Mauritius","Africa","Rate: Female Convicted",,,0,0.2,0,0.5,0,0,0,,,,,,
"Mexico","Americas","Persons Brought into Formal Contact",,,,,,,,,,11079,13784,,,,
"Mexico","Americas","Male Brought into Formal Contact",,,,,,,,,,10103,12795,,,,
"Mexico","Americas","Female Brought into Formal Contact",,,,,,,,,,976,989,,,,
"Mexico","Americas","Rate: Persons Brought into Formal Contact",,,,,,,,,,9.2,11.2,,,,
"Mexico","Americas","Rate: Male Brought into Formal Contact",,,,,,,,,,16.8,21,,,,
"Mexico","Americas","Rate: Female Brought into Formal Contact",,,,,,,,,,16.6,20.8,,,,
"Mexico","Americas","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mexico","Americas","Male 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mexico","Americas","Male 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mexico","Americas","Male 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mexico","Americas","Male 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mexico","Americas","Male 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mexico","Americas","Male over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mexico","Americas","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mexico","Americas","Female 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mexico","Americas","Female 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mexico","Americas","Female 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mexico","Americas","Female 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mexico","Americas","Female 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mexico","Americas","Female over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mexico","Americas","Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Mexico","Americas","Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Mexico","Americas","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Mexico","Americas","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Mexico","Americas","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Mexico","Americas","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Mexico","Americas","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"Mexico","Americas","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"Mexico","Americas","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"Mexico","Americas","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"Mexico","Americas","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"Mexico","Americas","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"Mexico","Americas","Persons Convicted for Intentional Homicide",,,,,,,,,,4106,4827,,,,
"Mexico","Americas","Male Convicted for Intentional Homicide",,,,,,,,,,3873,4532,,,,
"Mexico","Americas","Female Convicted for Intentional Homicide",,,,,,,,,,233,295,,,,
"Mexico","Americas","Rate: Convicted",,,,,,,,,,3.4,3.9,,,,
"Mexico","Americas","Rate: Male Convicted",,,,,,,,,,6.4,7.4,,,,
"Mexico","Americas","Rate: Female Convicted",,,,,,,,,,0.4,0.5,,,,
"Monaco","Europe","Persons Brought into Formal Contact",,1,1,1,,,,,,,,,,,
"Monaco","Europe","Male Brought into Formal Contact",,,,,,,,,,,,,,,
"Monaco","Europe","Female Brought into Formal Contact",,,,,,,,,,,,,,,
"Monaco","Europe","Rate: Persons Brought into Formal Contact",,3,3,2.9,,,,,,,,,,,
"Monaco","Europe","Rate: Male Brought into Formal Contact",,,,,,,,,,,,,,,
"Monaco","Europe","Rate: Female Brought into Formal Contact",,,,,,,,,,,,,,,
"Monaco","Europe","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Monaco","Europe","Male 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Monaco","Europe","Male 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Monaco","Europe","Male 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Monaco","Europe","Male 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Monaco","Europe","Male 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Monaco","Europe","Male over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Monaco","Europe","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Monaco","Europe","Female 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Monaco","Europe","Female 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Monaco","Europe","Female 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Monaco","Europe","Female 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Monaco","Europe","Female 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Monaco","Europe","Female over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Monaco","Europe","Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Monaco","Europe","Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Monaco","Europe","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Monaco","Europe","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Monaco","Europe","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Monaco","Europe","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Monaco","Europe","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"Monaco","Europe","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"Monaco","Europe","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"Monaco","Europe","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"Monaco","Europe","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"Monaco","Europe","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"Monaco","Europe","Persons Convicted for Intentional Homicide",,1,0,0,,,,,,,,,,,
"Monaco","Europe","Male Convicted for Intentional Homicide",,1,0,0,,,,,,,,,,,
"Monaco","Europe","Female Convicted for Intentional Homicide",,0,0,0,,,,,,,,,,,
"Monaco","Europe","Rate: Convicted",,3,0,0,,,,,,,,,,,
"Monaco","Europe","Rate: Male Convicted",,,,,,,,,,,,,,,
"Monaco","Europe","Rate: Female Convicted",,,,,,,,,,,,,,,
"Mongolia","Asia","Persons Brought into Formal Contact",374,378,383,329,302,228,242,251,264,259,238,242,231,192,
"Mongolia","Asia","Male Brought into Formal Contact",,351,348,302,276,213,231,228,249,233,207,218,209,178,
"Mongolia","Asia","Female Brought into Formal Contact",,27,35,27,26,15,11,23,15,26,31,24,22,14,
"Mongolia","Asia","Rate: Persons Brought into Formal Contact",15.1,15.1,15.2,12.9,11.7,8.7,9.1,9.3,9.6,9.2,8.3,8.3,7.8,6.4,
"Mongolia","Asia","Rate: Male Brought into Formal Contact",,28.2,27.7,23.7,21.4,16.3,17.4,16.9,18.2,16.7,14.6,15.1,14.2,11.9,
"Mongolia","Asia","Rate: Female Brought into Formal Contact",,28,27.4,23.5,21.2,16.1,17.2,16.7,17.9,16.4,14.3,14.8,13.9,11.7,
"Mongolia","Asia","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,0,,
"Mongolia","Asia","Male 0-17 Brought into Formal Contact",,,,,,5,9,6,5,12,6,4,7,20,
"Mongolia","Asia","Male 18-24 Brought into Formal Contact",,,,,,36,42,44,54,53,45,46,33,67,
"Mongolia","Asia","Male 25-29 Brought into Formal Contact",,,,,,40,44,37,37,35,33,38,59,32,
"Mongolia","Asia","Male 30-44 Brought into Formal Contact",,,,,,103,106,109,115,91,41,49,68,23,
"Mongolia","Asia","Male 45-59 Brought into Formal Contact",,,,,,26,26,27,30,41,37,61,31,30,
"Mongolia","Asia","Male over 60 Brought into Formal Contact",,,,,,3,4,6,7,2,14,20,11,7,
"Mongolia","Asia","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,0,,
"Mongolia","Asia","Female 0-17 Brought into Formal Contact",,,,,,1,0,0,0,1,0,0,0,1,
"Mongolia","Asia","Female 18-24 Brought into Formal Contact",,,,,,1,0,1,2,1,2,3,3,4,
"Mongolia","Asia","Female 25-29 Brought into Formal Contact",,,,,,3,1,2,2,8,2,3,1,0,
"Mongolia","Asia","Female 30-44 Brought into Formal Contact",,,,,,10,8,17,6,9,12,7,7,5,
"Mongolia","Asia","Female 45-59 Brought into Formal Contact",,,,,,0,2,3,5,8,8,2,3,3,
"Mongolia","Asia","Female over 60 Brought into Formal Contact",,,,,,0,0,0,0,0,1,9,7,0,
"Mongolia","Asia","Citizens Brought into Formal Contact",,,,,,,,,,,238,241,230,192,
"Mongolia","Asia","Foreigners Brought into Formal Contact",,,,,,,,,,,0,1,1,0,
"Mongolia","Asia","Male Citizens Brought into Formal Contact",,,,,,,,,,,207,217,208,178,
"Mongolia","Asia","Female Citizens Brought into Formal Contact",,,,,,,,,,,31,24,22,14,
"Mongolia","Asia","Male Foreigners Brought into Formal Contact",,,,,,,,,,,0,1,1,0,
"Mongolia","Asia","Female Foreigners Brought into Formal Contact",,,,,,,,,,,0,0,0,0,
"Mongolia","Asia","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,83,73,,
"Mongolia","Asia","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,158,173,160,170,178,134,159,158,,
"Mongolia","Asia","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,0,0,,
"Mongolia","Asia","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,0,0,,
"Mongolia","Asia","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,0,0,,
"Mongolia","Asia","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,0,0,,
"Mongolia","Asia","Persons Convicted for Intentional Homicide",198,289,312,284,276,285,239,280,262,231,209,218,186,198,
"Mongolia","Asia","Male Convicted for Intentional Homicide",,273,289,267,262,264,228,271,259,224,195,200,175,,
"Mongolia","Asia","Female Convicted for Intentional Homicide",,16,23,17,14,21,11,9,3,7,14,18,11,,
"Mongolia","Asia","Rate: Convicted",8,11.6,12.3,11.1,10.6,10.8,9,10.3,9.5,8.2,7.3,7.5,6.2,6.5,
"Mongolia","Asia","Rate: Male Convicted",,22,23,21,20.3,20.2,17.2,20.1,18.9,16.1,13.7,13.8,11.9,,
"Mongolia","Asia","Rate: Female Convicted",,1.3,1.8,1.3,1.1,1.6,0.8,0.7,0.2,0.5,1,1.2,0.7,,
"Montenegro","Europe","Persons Brought into Formal Contact",,,,,,,,,,,11,15,16,22,
"Montenegro","Europe","Male Brought into Formal Contact",,,,,,,,,,,10,15,15,21,
"Montenegro","Europe","Female Brought into Formal Contact",,,,,,,,,,,1,0,1,1,
"Montenegro","Europe","Rate: Persons Brought into Formal Contact",,,,,,,,,,,1.8,2.4,2.5,3.5,
"Montenegro","Europe","Rate: Male Brought into Formal Contact",,,,,,,,,,,3.2,4.8,4.8,6.8,
"Montenegro","Europe","Rate: Female Brought into Formal Contact",,,,,,,,,,,3.1,4.7,4.7,6.6,
"Montenegro","Europe","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Montenegro","Europe","Male 0-17 Brought into Formal Contact",,,,,,,,,,,0,0,0,0,
"Montenegro","Europe","Male 18-24 Brought into Formal Contact",,,,,,,,,,,3,4,3,6,
"Montenegro","Europe","Male 25-29 Brought into Formal Contact",,,,,,,,,,,3,2,3,1,
"Montenegro","Europe","Male 30-44 Brought into Formal Contact",,,,,,,,,,,4,2,3,8,
"Montenegro","Europe","Male 45-59 Brought into Formal Contact",,,,,,,,,,,0,5,5,5,
"Montenegro","Europe","Male over 60 Brought into Formal Contact",,,,,,,,,,,0,2,1,1,
"Montenegro","Europe","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Montenegro","Europe","Female 0-17 Brought into Formal Contact",,,,,,,,,,,0,0,0,0,
"Montenegro","Europe","Female 18-24 Brought into Formal Contact",,,,,,,,,,,0,0,1,1,
"Montenegro","Europe","Female 25-29 Brought into Formal Contact",,,,,,,,,,,0,0,0,0,
"Montenegro","Europe","Female 30-44 Brought into Formal Contact",,,,,,,,,,,1,0,0,0,
"Montenegro","Europe","Female 45-59 Brought into Formal Contact",,,,,,,,,,,0,0,0,0,
"Montenegro","Europe","Female over 60 Brought into Formal Contact",,,,,,,,,,,0,0,0,0,
"Montenegro","Europe","Citizens Brought into Formal Contact",,,,,,,,,,,,15,16,22,
"Montenegro","Europe","Foreigners Brought into Formal Contact",,,,,,,,,,,,0,0,0,
"Montenegro","Europe","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,21,
"Montenegro","Europe","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,1,
"Montenegro","Europe","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,0,
"Montenegro","Europe","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,0,
"Montenegro","Europe","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"Montenegro","Europe","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"Montenegro","Europe","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"Montenegro","Europe","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"Montenegro","Europe","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"Montenegro","Europe","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"Montenegro","Europe","Persons Convicted for Intentional Homicide",,,,,,,,,,,36,37,63,51,
"Montenegro","Europe","Male Convicted for Intentional Homicide",,,,,,,,,,,31,37,62,,
"Montenegro","Europe","Female Convicted for Intentional Homicide",,,,,,,,,,,5,0,1,,
"Montenegro","Europe","Rate: Convicted",,,,,,,,,,,5.7,5.9,10,8.1,
"Montenegro","Europe","Rate: Male Convicted",,,,,,,,,,,10,12,20,,
"Montenegro","Europe","Rate: Female Convicted",,,,,,,,,,,1.6,0,0.3,,
"Morocco","Africa","Persons Brought into Formal Contact",186,179,206,260,261,252,338,,,601,681,,494,,
"Morocco","Africa","Male Brought into Formal Contact",,,,,,,308,,,547,631,,424,,
"Morocco","Africa","Female Brought into Formal Contact",,,,,,,30,,,54,50,,70,,
"Morocco","Africa","Rate: Persons Brought into Formal Contact",0.6,0.6,0.7,0.8,0.8,0.8,1.1,,,1.8,2,,1.4,,
"Morocco","Africa","Rate: Male Brought into Formal Contact",,,,,,,2,,,3.3,3.8,,2.5,,
"Morocco","Africa","Rate: Female Brought into Formal Contact",,,,,,,1.9,,,3.2,3.7,,2.4,,
"Morocco","Africa","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,6,,
"Morocco","Africa","Male 0-17 Brought into Formal Contact",,,,,,,,,,,,,21,,
"Morocco","Africa","Male 18-24 Brought into Formal Contact",,,,,,,,,,,,,116,,
"Morocco","Africa","Male 25-29 Brought into Formal Contact",,,,,,,,,,,,,93,,
"Morocco","Africa","Male 30-44 Brought into Formal Contact",,,,,,,,,,,,,139,,
"Morocco","Africa","Male 45-59 Brought into Formal Contact",,,,,,,,,,,,,43,,
"Morocco","Africa","Male over 60 Brought into Formal Contact",,,,,,,,,,,,,12,,
"Morocco","Africa","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,0,,
"Morocco","Africa","Female 0-17 Brought into Formal Contact",,,,,,,,,,,,,3,,
"Morocco","Africa","Female 18-24 Brought into Formal Contact",,,,,,,,,,,,,14,,
"Morocco","Africa","Female 25-29 Brought into Formal Contact",,,,,,,,,,,,,24,,
"Morocco","Africa","Female 30-44 Brought into Formal Contact",,,,,,,,,,,,,16,,
"Morocco","Africa","Female 45-59 Brought into Formal Contact",,,,,,,,,,,,,11,,
"Morocco","Africa","Female over 60 Brought into Formal Contact",,,,,,,,,,,,,1,,
"Morocco","Africa","Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Morocco","Africa","Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Morocco","Africa","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Morocco","Africa","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Morocco","Africa","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Morocco","Africa","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Morocco","Africa","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,345,,384,,
"Morocco","Africa","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,96,,88,,
"Morocco","Africa","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,7,,
"Morocco","Africa","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,6,,5,,
"Morocco","Africa","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,9,,
"Morocco","Africa","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,4,,1,,
"Morocco","Africa","Persons Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Morocco","Africa","Male Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Morocco","Africa","Female Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Morocco","Africa","Rate: Convicted",,,,,,,,,,,,,,,
"Morocco","Africa","Rate: Male Convicted",,,,,,,,,,,,,,,
"Morocco","Africa","Rate: Female Convicted",,,,,,,,,,,,,,,
"Mozambique","Africa","Persons Brought into Formal Contact",,943,942,776,751,898,707,,,,,,,,
"Mozambique","Africa","Male Brought into Formal Contact",,850,834,698,674,817,644,,,,,,,,
"Mozambique","Africa","Female Brought into Formal Contact",,93,108,78,77,81,63,,,,,,,,
"Mozambique","Africa","Rate: Persons Brought into Formal Contact",,4.6,4.5,3.6,3.4,3.9,3,,,,,,,,
"Mozambique","Africa","Rate: Male Brought into Formal Contact",,8.7,8.3,6.7,6.3,7.4,5.6,,,,,,,,
"Mozambique","Africa","Rate: Female Brought into Formal Contact",,8.1,7.7,6.3,5.9,6.9,5.3,,,,,,,,
"Mozambique","Africa","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mozambique","Africa","Male 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mozambique","Africa","Male 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mozambique","Africa","Male 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mozambique","Africa","Male 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mozambique","Africa","Male 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mozambique","Africa","Male over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mozambique","Africa","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mozambique","Africa","Female 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mozambique","Africa","Female 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mozambique","Africa","Female 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mozambique","Africa","Female 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mozambique","Africa","Female 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mozambique","Africa","Female over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Mozambique","Africa","Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Mozambique","Africa","Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Mozambique","Africa","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Mozambique","Africa","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Mozambique","Africa","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
