"Level","UNODC_Name","Region","Subregion","Variable","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"Country","Gibraltar","Europe","Southern Europe","Estimated victims by unknown mechanisms",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"Country","Greece","Europe","Southern Europe","Estimates - Population",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greece","Europe","Southern Europe","Total Population",10248537,10341892,10451417,10569422,10684818,10789375,10880912,10961123,11030393,11090266,11142119,11184398,11216799,11243567,11270476,11301204,11338770,11380897,11419647,11443828,11446005,11422805,11378257,11321300,11264726,11217800,11194755.8,11160000
"Country","Greece","Europe","Southern Europe","Male Population",5081916,5129853,5186593,5248000,5308063,5362298,5409578,5450777,5485820,5515191,5539395,5557570,5569702,5578140,5586136,5595835,5608773,5623877,5637583,5644785,5642095,5628052,5604566,5575706,5547270,5523444,5512097.44824967,5493000
"Country","Greece","Europe","Southern Europe","Female Population",5166614,5212037,5264819,5321423,5376756,5427077,5471325,5510348,5544578,5575079,5602734,5626821,5647096,5665417,5684338,5705363,5729996,5757024,5782062,5799047,5803902,5794750,5773687,5745594,5717465,5694359,5682661.34558757,5667000
"Country","Greece","Europe","Southern Europe","Males 0 to 14",1042449,1024047,1008810,994386,977776,957812,947833,933090,916058,900318,887602,879582,874166,871250,869875,869429,869724,872860,876449,877238,873372,874198,867543,856641,846386,839115,837391.245441798,834489.983966526
"Country","Greece","Europe","Southern Europe","Males 15 to 29",1200127,1221614,1245058,1268605,1289263,1304610,1310759,1313153,1311355,1305080,1294369,1275960,1254632,1231381,1207498,1183662,1160049,1135325,1109574,1082954,1055712,1017430,980705,946707,916757,891921,890088.768554601,887004.928989957
"Country","Greece","Europe","Southern Europe","Males 30 to 44",1050584,1074876,1095894,1115716,1137923,1164298,1187450,1214216,1242156,1267543,1288275,1300606,1307489,1310349,1312246,1315325,1323614,1333820,1344322,1352449,1356277,1351330,1341695,1327490,1309091,1287107,1284462.956504,1280012.75128344
"Country","Greece","Europe","Southern Europe","Males 45 to 59",894838,891382,894277,901865,911153,920236,925535,930958,937956,949022,965561,984399,1007188,1031377,1053041,1070047,1082923,1091655,1098278,1106167,1117119,1133033,1152176,1172645,1191441,1207075,1204595.36248507,1200421.86994202
"Country","Greece","Europe","Southern Europe","Males 60 or more",893918,917934,942554,967428,991948,1015342,1038001,1059360,1078295,1093228,1103588,1117023,1126227,1133783,1143476,1157372,1172463,1190217,1208960,1225977,1239615,1252061,1262447,1272223,1283595,1298226,1295559.11526421,1291070.46581807
"Country","Greece","Europe","Southern Europe","Females 0 to 14",982935,963513,947002,931540,914718,895614,885633,872117,857205,843955,833841,830958,829657,830081,831703,834061,833021,835275,838332,838671,834172,833734,825922,813676,801754,792621,790992.755883667,788812.789464099
"Country","Greece","Europe","Southern Europe","Females 15 to 29",1139407,1156056,1174074,1191730,1206335,1215815,1218791,1217897,1213005,1204300,1192143,1180729,1167275,1152322,1136648,1120681,1099931,1077943,1054633,1030010,1004244,969647,936039,904637,876769,853465,851711.766910357,849364.459634526
"Country","Greece","Europe","Southern Europe","Females 30 to 44",1038666,1061500,1080150,1096697,1114771,1136282,1156248,1179176,1203065,1224717,1242297,1253811,1261577,1266806,1272031,1278931,1287536,1297387,1306820,1313191,1314614,1307885,1295874,1279116,1258514,1234958,1232421.08374694,1229024.54622197
"Country","Greece","Europe","Southern Europe","Females 45 to 59",926724,926747,930915,937971,945588,952346,955906,959111,963769,972849,988063,1002876,1023815,1047820,1070103,1087808,1105983,1118839,1128265,1137692,1149029,1164024,1181070,1198660,1214286,1226714,1224194.01900918,1220820.15517462
"Country","Greece","Europe","Southern Europe","Females 60 or more",1078882,1104221,1132678,1163485,1195344,1227020,1254747,1282047,1307534,1329258,1346390,1358447,1364772,1368388,1373853,1383882,1403525,1427580,1454012,1479483,1501843,1519460,1534782,1549505,1566142,1586601,1583341.72003742,1578978.04950478
"Country","Greece","Europe","Southern Europe","ESTIMATES - TOTAL HOMICIDE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greece","Europe","Southern Europe","Number of countries with actual data (sample)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greece","Europe","Southern Europe","Number of countries with estimated data (covered)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greece","Europe","Southern Europe","Proportion of polulation in countries with estimated data",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greece","Europe","Southern Europe","Estimated Homicide Count",104,138,137,150,133,151,169,203,176,155,143.641730960183,132,94,122,111,132,110,130,144,152,176,184,166,153,107,93,84,82
"Country","Greece","Europe","Southern Europe","Lower range - Estimated homicide count",96.8978061412376,128.575935072027,127.644225397592,139.756451165247,123.917386699852,140.688160839682,157.458934979511,189.1370639103,163.980902700556,144.414999537421,127.291132634598,122.985677025417,87.5807093968879,113.668580281067,103.419773862282,122.985677025417,102.488064187847,121.122257676547,134.166193118637,141.619870514117,163.980902700556,171.434580096036,154.663805956206,142.551580188551,99.6929351645425,86.6489997224529,78.2636126525381,76.4001933036681
"Country","Greece","Europe","Southern Europe","Upper range - Estimated homicide count",111.102193858762,147.424064927973,146.355774602408,160.243548834753,142.082613300148,161.311839160318,180.541065020489,216.8629360897,188.019097299444,165.585000462579,160.951221597084,141.014322974583,100.419290603112,130.331419718933,118.580226137718,141.014322974583,117.511935812153,138.877742323453,153.833806881363,162.380129485883,188.019097299444,196.565419903964,177.336194043794,163.448419811449,114.307064835457,99.3510002775471,89.7363873474619,87.5998066963319
"Country","Greece","Europe","Southern Europe","ESTIMATES - VICTIMS BY SEX",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greece","Europe","Southern Europe","Number of countries with actual data (sex)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greece","Europe","Southern Europe","Number of countries with estimated data (sex)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greece","Europe","Southern Europe","Proportion of polulation in countries with estimated data (sex)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greece","Europe","Southern Europe","Estimated male victims",70.9532710280374,96.0405405405405,106.795275590551,110.526315789474,102.823529411765,107.546762589928,115.042168674699,164.101796407186,133.222222222222,114.461538461538,106.495422371286,96.4173913043478,70.5,89,81.3267326732673,87.6302521008404,88,95,111,127,142,152,127,103,80,63,58,59
"Country","Greece","Europe","Southern Europe","Estimated female victims",33.0467289719626,41.9594594594595,30.2047244094488,39.4736842105263,30.1764705882353,43.4532374100719,53.9578313253012,38.8982035928144,42.7777777777778,40.5384615384615,37.1463085888962,35.5826086956522,23.5,33,29.6732673267327,44.3697478991597,22,35,33,25,34,32,39,50,27,30,26,23
"Country","Greece","Europe","Southern Europe","ESTIMATES - VICTIMS BY AGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greece","Europe","Southern Europe","Number of countries with actual data (age)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greece","Europe","Southern Europe","Number of countries with estimated data (age)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greece","Europe","Southern Europe","Proportion of polulation in countries with estimated data (age)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greece","Europe","Southern Europe","Estimated male victims aged 0 to 14",,,,,,,,,,,,,,,,0,2.31578947368421,2.82178217821782,1.9646017699115,2.09917355371901,2.15151515151515,0,0.933823529411765,4.76851851851852,2.63736263736264,1.89274027687138,1.74252279458,1.77256629103828
"Country","Greece","Europe","Southern Europe","Estimated male victims aged 15 to 29",,,,,,,,,,,,,,,,17.7478991596639,19.6842105263158,16.9306930693069,29.4690265486726,29.3884297520661,32.2727272727273,40,22.4117647058824,20.9814814814815,12.3076923076923,11.3812358244897,10.4779631400064,10.6586176769031
"Country","Greece","Europe","Southern Europe","Estimated male victims aged 30 to 44",,,,,,,,,,,,,,,,31.0588235294118,25.4736842105263,32.9207920792079,41.2566371681416,36.7355371900826,55.9393939393939,39,42.0220588235294,21.9351851851852,26.3736263736264,18.7590258660526,17.2702142893818,17.5679766047159
"Country","Greece","Europe","Southern Europe","Estimated male victims aged 45 to 59",,,,,,,,,,,,,,,,23.2941176470588,23.1578947368421,19.7524752475248,19.646017699115,29.3884297520661,31.1969696969697,34,32.6838235294118,23.8425925925926,15.8241758241758,13.6446720224763,12.561761544502,12.7783436400968
"Country","Greece","Europe","Southern Europe","Estimated male victims aged 60 or more",,,,,,,,,,,,,,,,15.5294117647059,17.3684210526316,22.5742574257426,18.6637168141593,29.3884297520661,20.4393939393939,39,28.9485294117647,31.4722222222222,22.8571428571429,17.32232601011,15.9475382315299,16.2224957872459
"Country","Greece","Europe","Southern Europe","Estimated female victims aged 0 to 14",,,,,,,,,,,,,,,,0,0,3.62068965517241,0,1.08695652173913,0,0,1.05405405405405,1,0,0.284132103719084,0.246247823223206,0.217834612851298
"Country","Greece","Europe","Southern Europe","Estimated female victims aged 15 to 29",,,,,,,,,,,,,,,,2.21848739495798,3.47368421052632,6.03448275862069,1.78378378378378,4.34782608695652,4.12121212121212,4.70588235294118,4.21621621621622,3,0.9,1.87171679951195,1.62215455957702,1.43498287962583
"Country","Greece","Europe","Southern Europe","Estimated female victims aged 30 to 44",,,,,,,,,,,,,,,,17.7478991596639,4.63157894736842,7.24137931034483,13.3783783783784,9.23913043478261,10.3030303030303,8.47058823529412,7.37837837837838,13,9.9,9.26547276472396,8.0300763960941,7.1035291196217
"Country","Greece","Europe","Southern Europe","Estimated female victims aged 45 to 59",,,,,,,,,,,,,,,,8.87394957983193,3.47368421052632,4.82758620689655,5.35135135135135,2.71739130434783,5.15151515151515,5.64705882352941,5.27027027027027,5,3.6,3.85368058073909,3.33985650330721,2.9544884452333
"Country","Greece","Europe","Southern Europe","Estimated female victims aged 60 or more",,,,,,,,,,,,,,,,15.5294117647059,10.4210526315789,13.2758620689655,12.4864864864865,7.60869565217391,14.4242424242424,13.1764705882353,21.0810810810811,28,12.6,14.7249977513059,12.7616647177985,11.2891649426679
"Country","Greece","Europe","Southern Europe","ESTIMATES - VICTIMS BY MECHANISM",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greece","Europe","Southern Europe","Number of countries with actual data (mechanism)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greece","Europe","Southern Europe","Number of countries with estimated data (mechanism)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greece","Europe","Southern Europe","Proportion of polulation in countries with estimated data (mechanism)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greece","Europe","Southern Europe","Estimated victims by firearm",,,,,,,,,,,,,,,,34.9090909090909,29.0909090909091,34.3801652892562,38.0826446280992,40.198347107438,46.5454545454545,48.6611570247934,43.900826446281,40.4628099173554,28.297520661157,24.595041322314,22.2148760330578,21.6859504132231
"Country","Greece","Europe","Southern Europe","Estimated victims by knife or sharp objects",,,,,,,,,,,,,,,,34.9090909090909,29.0909090909091,34.3801652892562,38.0826446280992,40.198347107438,46.5454545454545,48.6611570247934,43.900826446281,40.4628099173554,28.297520661157,24.595041322314,22.2148760330578,21.6859504132231
"Country","Greece","Europe","Southern Europe","Estimated victims by other mechanisms",,,,,,,,,,,,,,,,57.8181818181818,48.1818181818182,56.9421487603306,63.0743801652892,66.5785123966942,77.0909090909091,80.595041322314,72.7107438016529,67.0165289256198,46.8677685950413,40.7355371900826,36.7933884297521,35.9173553719008
"Country","Greece","Europe","Southern Europe","Estimated victims by unknown mechanisms",,,,,,,,,,,,,,,,4.36363636363637,3.63636363636364,4.29752066115703,4.7603305785124,5.02479338842976,5.81818181818182,6.08264462809918,5.48760330578513,5.05785123966943,3.53719008264463,3.07438016528926,2.77685950413223,2.71074380165289
"Country","Greenland","Americas","Northern America","Estimates - Population",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Total Population",55604,55789,55861,55848,55815,55811,55837,55881,55948,56046,56175,56327,56518,56708,56861,56951,56971,56927,56841,56728,56638,56552,56470,56414,56382,56377,56457.6,56000
"Country","Greenland","Americas","Northern America","Male Population",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Female Population",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Males 0 to 14",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Males 15 to 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Males 30 to 44",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Males 45 to 59",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Males 60 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Females 0 to 14",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Females 15 to 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Females 30 to 44",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Females 45 to 59",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Females 60 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","ESTIMATES - TOTAL HOMICIDE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Number of countries with actual data (sample)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Number of countries with estimated data (covered)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Proportion of polulation in countries with estimated data",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Estimated Homicide Count",11.2935759839613,11.331150826725,13,12,6,11,3,11,6,11,13,17,12,5,11,10,8,8,8,10,11,1,8,7,4,4,3,3.83071196458916
"Country","Greenland","Americas","Northern America","Lower range - Estimated homicide count",9.35342509726374,9.89292408361752,11.9332047537443,11.0152659265332,5.50763296326662,10.0973270993221,2.75381648163331,10.0973270993221,5.50763296326662,10.0973270993221,11.9332047537443,15.6049600625888,11.0152659265332,4.58969413605552,10.0973270993221,9.17938827211104,7.34351061768883,7.34351061768883,7.34351061768883,9.17938827211104,10.0973270993221,0.917938827211104,7.34351061768883,6.42557179047773,3.67175530884441,3.67175530884441,2.75381648163331,3.34449194361655
"Country","Greenland","Americas","Northern America","Upper range - Estimated homicide count",13.4149147810996,12.8602729400899,14.0667952462557,12.9847340734668,6.49236703673338,11.9026729006779,3.24618351836669,11.9026729006779,6.49236703673338,11.9026729006779,14.0667952462557,18.3950399374112,12.9847340734668,5.41030586394448,11.9026729006779,10.820611727889,8.65648938231117,8.65648938231117,8.65648938231117,10.820611727889,11.9026729006779,1.0820611727889,8.65648938231117,7.57442820952228,4.32824469115559,4.32824469115559,3.24618351836669,4.34766090159995
"Country","Greenland","Americas","Northern America","ESTIMATES - VICTIMS BY SEX",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Number of countries with actual data (sex)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Number of countries with estimated data (sex)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Proportion of polulation in countries with estimated data (sex)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Estimated male victims",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Estimated female victims",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","ESTIMATES - VICTIMS BY AGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Number of countries with actual data (age)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Number of countries with estimated data (age)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Proportion of polulation in countries with estimated data (age)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Estimated male victims aged 0 to 14",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Estimated male victims aged 15 to 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Estimated male victims aged 30 to 44",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Estimated male victims aged 45 to 59",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Estimated male victims aged 60 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Estimated female victims aged 0 to 14",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Estimated female victims aged 15 to 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Estimated female victims aged 30 to 44",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Estimated female victims aged 45 to 59",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Estimated female victims aged 60 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","ESTIMATES - VICTIMS BY MECHANISM",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Number of countries with actual data (mechanism)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Number of countries with estimated data (mechanism)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Proportion of polulation in countries with estimated data (mechanism)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Estimated victims by firearm",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Estimated victims by knife or sharp objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Estimated victims by other mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Greenland","Americas","Northern America","Estimated victims by unknown mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Grenada","Americas","Caribbean","Estimates - Population",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Grenada","Americas","Caribbean","Total Population",96283,96454,97198,98305,99405,100255,100796,101122,101309,101442,101619,101849,102100,102375,102656,102949,103259,103586,103930,104296,104677,105075,105481,105909,106360,106823,107324.2,108000
"Country","Grenada","Americas","Caribbean","Male Population",47515,47661,48066,48624,49172,49584,49842,49997,50074,50138,50245,50390,50561,50757,50962,51178,51380,51605,51828,52058,52296,52539,52793,53049,53317,53584,53835.4093481741,54000
"Country","Grenada","Americas","Caribbean","Female Population",48775,48796,49135,49685,50232,50667,50946,51131,51232,51300,51377,51458,51539,51613,51688,51774,51873,51985,52106,52237,52380,52529,52693,52857,53042,53243,53492.8094193198,54000
"Country","Grenada","Americas","Caribbean","Males 0 to 14",19043,19162,19327,19466,19503,19406,19172,18959,18720,18395,17984,17603,17116,16576,16082,15693,15329,15099,14956,14843,14721,14670,14599,14524,14485,14498,14566.0227816107,14610.5553896686
"Country","Grenada","Americas","Caribbean","Males 15 to 29",12504,12449,12438,12500,12656,12914,13232,13566,13908,14272,14663,15013,15412,15840,16237,16575,16815,16971,17051,17083,17082,16940,16767,16557,16291,15969,16043.9245274894,16092.9755150791
"Country","Grenada","Americas","Caribbean","Males 30 to 44",7466,7698,8023,8413,8789,9083,9099,9000,8856,8759,8757,8824,8944,9085,9196,9245,9300,9298,9281,9317,9445,9692,10024,10420,10836,11239,11291.7319659624,11326.2541057032
"Country","Grenada","Americas","Caribbean","Males 45 to 59",4035,3944,3945,3995,4049,4079,4169,4243,4318,4422,4552,4689,4853,5041,5260,5501,5775,6074,6372,6630,6826,6945,7009,7042,7077,7135,7168.47651722944,7190.39265452374
"Country","Grenada","Americas","Caribbean","Males 60 or more",4467,4408,4333,4250,4175,4102,4170,4229,4272,4290,4289,4261,4236,4215,4187,4164,4161,4163,4168,4185,4222,4292,4394,4506,4628,4743,4765.25355588216,4779.82233502538
"Country","Grenada","Americas","Caribbean","Females 0 to 14",18437,18535,18676,18798,18833,18767,18548,18383,18217,17968,17617,17236,16746,16187,15662,15232,14840,14566,14380,14228,14076,13999,13908,13826,13783,13794,13858.7197026858,13990.1207670492
"Country","Grenada","Americas","Caribbean","Females 15 to 29",12197,12083,12026,12050,12162,12373,12661,12949,13240,13545,13891,14285,14741,15223,15669,16042,16300,16459,16533,16563,16565,16430,16269,16072,15817,15498,15570.7146550836,15718.3479518434
"Country","Grenada","Americas","Caribbean","Females 30 to 44",7334,7550,7873,8275,8674,8993,9059,9024,8941,8887,8879,8882,8890,8899,8879,8823,8798,8745,8691,8693,8785,8985,9274,9628,10023,10429,10477.9315484493,10577.2777642131
"Country","Grenada","Americas","Caribbean","Females 45 to 59",4520,4412,4385,4404,4415,4407,4507,4575,4621,4680,4758,4859,4994,5167,5377,5620,5913,6237,6571,6861,7085,7236,7328,7370,7390,7405,7439.74332306713,7510.28304190222
"Country","Grenada","Americas","Caribbean","Females 60 or more",6287,6216,6175,6158,6148,6127,6171,6200,6213,6220,6232,6196,6168,6137,6101,6057,6022,5978,5931,5892,5869,5879,5914,5961,6029,6117,6145.70019003398,6203.97047499202
"Country","Grenada","Americas","Caribbean","ESTIMATES - TOTAL HOMICIDE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Grenada","Americas","Caribbean","Number of countries with actual data (sample)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Grenada","Americas","Caribbean","Number of countries with estimated data (covered)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Grenada","Americas","Caribbean","Proportion of polulation in countries with estimated data",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Grenada","Americas","Caribbean","Estimated Homicide Count",11.2104918072045,11.2304018027284,11.3170277481659,11.445918771821,11.5739947664194,11.6729625804273,11.7359526832253,11.7739097507154,11.7956826697972,11.8111682218713,15,6,14,9,6,11,12,11,16,7,10,4,14,6,8,6,11,9.12480035737853
"Country","Grenada","Americas","Caribbean","Lower range - Estimated homicide count",5.26088795869305,5.77409042058032,6.32637456742266,6.91195478033531,7.50857180106416,8.09649149719717,8.66672301256636,9.22299728279716,9.76927365430805,10.3120144056524,13.7690824081666,5.50763296326662,12.8511435809555,8.26144944489993,5.50763296326662,10.0973270993221,11.0152659265332,10.0973270993221,14.6870212353777,6.42557179047772,9.17938827211104,3.67175530884441,12.8511435809554,5.50763296326662,7.34351061768883,5.50763296326662,10.0973270993221,7.96661862454462
"Country","Grenada","Americas","Caribbean","Upper range - Estimated homicide count",18.0593704241526,17.4974978889605,17.0339375594048,16.6225948129708,16.1964781164103,15.717620113548,15.1817526708015,14.6081633997368,14.0113351187388,13.4050679756491,16.2309175918334,6.49236703673338,15.1488564190446,9.73855055510007,6.49236703673338,11.9026729006779,12.9847340734668,11.9026729006779,17.3129787646223,7.57442820952227,10.820611727889,4.32824469115559,15.1488564190445,6.49236703673338,8.65648938231117,6.49236703673338,11.9026729006779,10.356178724843
"Country","Grenada","Americas","Caribbean","ESTIMATES - VICTIMS BY SEX",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Grenada","Americas","Caribbean","Number of countries with actual data (sex)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Grenada","Americas","Caribbean","Number of countries with estimated data (sex)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Grenada","Americas","Caribbean","Proportion of polulation in countries with estimated data (sex)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Grenada","Americas","Caribbean","Estimated male victims",8.40139756050638,8.41631856403605,8.48123801798967,8.57783188294486,8.67381494658597,8.74798367758137,8.79518989342668,8.82363578319668,8.83995290401567,8.85155812898319,11.2413411984841,4.49653647939362,10.4919184519185,6.74480471909043,4.49653647939362,8,9,9,14,4,8,3,9,4,5,4,8,6.32901600976879
"Country","Grenada","Americas","Caribbean","Estimated female victims",2.8090942466981,2.81408323869238,2.83578973017627,2.86808688887609,2.90017981983346,2.92497890284597,2.94076278979863,2.95027396751872,2.95572976578148,2.95961009288814,3.75865880151594,1.50346352060638,3.50808154808155,2.25519528090957,1.50346352060638,3,3,2,2,3,2,1,5,2,3,2,3,2.79578434760974
"Country","Grenada","Americas","Caribbean","ESTIMATES - VICTIMS BY AGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Grenada","Americas","Caribbean","Number of countries with actual data (age)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Grenada","Americas","Caribbean","Number of countries with estimated data (age)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Grenada","Americas","Caribbean","Proportion of polulation in countries with estimated data (age)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Grenada","Americas","Caribbean","Estimated male victims aged 0 to 14",,,,,,,,,,,,,,,,1.33333333333333,0,1,0.933333333333333,0,0,0,0,1,0,0,1,0.496343914612257
"Country","Grenada","Americas","Caribbean","Estimated male victims aged 15 to 29",,,,,,,,,,,,,,,,1.33333333333333,3,4,5.6,3,1.77777777777778,1,4,0,3,1,2,1.82118702171209
"Country","Grenada","Americas","Caribbean","Estimated male victims aged 30 to 44",,,,,,,,,,,,,,,,0,5,3,2.8,1,3.55555555555556,1,1,2,2,3,1,2.18636549260541
"Country","Grenada","Americas","Caribbean","Estimated male victims aged 45 to 59",,,,,,,,,,,,,,,,2.66666666666667,0,0,3.73333333333333,0,1.77777777777778,0,2,1,0,0,3,1.34466045746009
"Country","Grenada","Americas","Caribbean","Estimated male victims aged 60 or more",,,,,,,,,,,,,,,,2.66666666666667,1,1,0.933333333333333,0,0.888888888888889,1,2,0,0,0,1,0.480459123378948
"Country","Grenada","Americas","Caribbean","Estimated female victims aged 0 to 14",,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0.00136546244083504
"Country","Grenada","Americas","Caribbean","Estimated female victims aged 15 to 29",,,,,,,,,,,,,,,,0,1,0,0,1,1,0,1,0,1,1,1,0.964653699035261
"Country","Grenada","Americas","Caribbean","Estimated female victims aged 30 to 44",,,,,,,,,,,,,,,,3,1,0,1,1,0,0,3,1,1,1,1,1.07948909030949
"Country","Grenada","Americas","Caribbean","Estimated female victims aged 45 to 59",,,,,,,,,,,,,,,,0,1,0,0,0,1,1,0,1,0,0,0,0.142463247993789
"Country","Grenada","Americas","Caribbean","Estimated female victims aged 60 or more",,,,,,,,,,,,,,,,0,0,1,1,1,0,0,1,0,1,0,1,0.60781284783037
"Country","Grenada","Americas","Caribbean","ESTIMATES - VICTIMS BY MECHANISM",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Grenada","Americas","Caribbean","Number of countries with actual data (mechanism)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Grenada","Americas","Caribbean","Number of countries with estimated data (mechanism)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Grenada","Americas","Caribbean","Proportion of polulation in countries with estimated data (mechanism)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
